3.499178276454289940e-03,5.360649824130350680e+02,1.457448287742790782e+01,6.930446724855045204e+01
3.498379486883534169e-03,5.345378247415329724e+02,1.418779523007293264e+01,7.422142950046635690e+01
3.497599625380069886e-03,5.327546020829367990e+02,1.388437674561988011e+01,7.739898710524472847e+01
3.496833087673932756e-03,5.302822336239150900e+02,1.369060132780571593e+01,7.900485011449161732e+01
3.496076643587558985e-03,5.270161541982541848e+02,1.350762196765565726e+01,7.978694641455854253e+01
3.495329777943015706e-03,5.226933532910425129e+02,1.332891778818649975e+01,8.002289384286780205e+01
3.494591373162515661e-03,5.179917288444496535e+02,1.318308285423689341e+01,7.985526667430812608e+01
3.493864141545405776e-03,5.116578982910705236e+02,1.290326751507591752e+01,8.013444516586895361e+01
3.493152499644745952e-03,5.054995631421206781e+02,1.256727167206969398e+01,8.036555290581991073e+01
3.492454912727937372e-03,5.007601631775989404e+02,1.232780094841541896e+01,7.994555793173643110e+01
3.491766151826067224e-03,4.950613574319793315e+02,1.219879200616846582e+01,7.920279884366979672e+01
3.491081490875878619e-03,4.901906261026858829e+02,1.215572659910225006e+01,7.823855997379669702e+01
3.490396547805391103e-03,4.844469276449472090e+02,1.220990951937668889e+01,7.710442816045723191e+01
3.489709869152126699e-03,4.787896539142361121e+02,1.223625925904729073e+01,7.641527411691185989e+01
3.489024141524799116e-03,4.743881366547358311e+02,1.218106805052264363e+01,7.586849373128089269e+01
3.488341761220322291e-03,4.679948100213532598e+02,1.210233285816793547e+01,7.550221908081540789e+01
3.489981358284445587e-03,4.629587773208955923e+02,1.205164070419704103e+01,7.508762819038911118e+01
3.492764017084274298e-03,4.586262472794239216e+02,1.193488480364952586e+01,7.493287843320965180e+01
3.501044832588280035e-03,4.561637372397481727e+02,1.202721151231417274e+01,7.401248640367310827e+01
3.506076080040955098e-03,4.548494346293500712e+02,1.200034392397917493e+01,7.372901248557494114e+01
3.517533685141824122e-03,4.497812911961435134e+02,1.216964232601111462e+01,7.269039995237879737e+01
3.543804515666837580e-03,4.437580520457314606e+02,1.275908559089657501e+01,7.038346709380914490e+01
3.581965290865159971e-03,4.400008591632933985e+02,1.349449733744539870e+01,6.808592323929450174e+01
3.622927681332411241e-03,4.304426524004751400e+02,1.396103473749480983e+01,6.724026792990875379e+01
3.653588020865667849e-03,4.280797092459722535e+02,1.405070693202457655e+01,6.782769124470375743e+01
3.695292509550541279e-03,4.244181559397443948e+02,1.440068682129451183e+01,6.681115732256262163e+01
3.773550217080301299e-03,4.178936789666531695e+02,1.583516406291120759e+01,6.246008311097730825e+01
3.839815584149953564e-03,4.146155989933556612e+02,1.628568899674947801e+01,6.210373483592939436e+01
3.901164495837713270e-03,4.121547608736256052e+02,1.636981218080271816e+01,6.239663924236256776e+01
3.949414058300134735e-03,4.125612401876838931e+02,1.611106648470479286e+01,6.285947797534937109e+01
3.995606047011660694e-03,4.105646247073032669e+02,1.578626052839040383e+01,6.325631738246492120e+01
4.067913455491626445e-03,4.090952742781420284e+02,1.634316370603612611e+01,6.071142900350457694e+01
4.090032673087868817e-03,4.146051883282326571e+02,1.538985497328466323e+01,6.403724521424122429e+01
4.098178547552294368e-03,4.219017379388132554e+02,1.456948547902448610e+01,6.602088589297135002e+01
4.097263548002217683e-03,4.246172886659390429e+02,1.359835794481824855e+01,6.820207774684304525e+01
4.096396398907750126e-03,4.300239526706245670e+02,1.300097294700838724e+01,6.934609974209091376e+01
4.095559549028088969e-03,4.328778379036973547e+02,1.256674508344818797e+01,7.008883250135107801e+01
4.094742546257136052e-03,4.360036987646126931e+02,1.230195620048013794e+01,6.907325029646342784e+01
4.093942973732707900e-03,4.361936177376385331e+02,1.195618012669945252e+01,6.856583839090470178e+01
4.093162850132126170e-03,4.362499077191720858e+02,1.159789116875922943e+01,6.828238998208296096e+01
4.092401165956696153e-03,4.351432684607217425e+02,1.126919257795492690e+01,6.795558314165771208e+01
4.091653221915726897e-03,4.349805041458352548e+02,1.106845960569460985e+01,6.722494237821672414e+01
4.090917565342519664e-03,4.368461395017038171e+02,1.080127656988820206e+01,6.677132379770515058e+01
4.090199614648939476e-03,4.373980773480710127e+02,1.038148239129995432e+01,6.741362019157199370e+01
4.089501954781367410e-03,4.425653910645701217e+02,9.977736216626691856e+00,6.772343240284550347e+01
4.088822606455095980e-03,4.436400298101765429e+02,9.615775135167517362e+00,6.816618119763670336e+01
4.088160347667088232e-03,4.509680839544458877e+02,9.247628682066943995e+00,6.914671657360922552e+01
4.087514405966791858e-03,4.467094698641687955e+02,8.899062594744194143e+00,7.088890498635495874e+01
4.086886166575690385e-03,4.457954081251817797e+02,8.456721599201788564e+00,7.360439855176699098e+01
4.086270303104784681e-03,4.475583738697955027e+02,8.308622203484585356e+00,7.413476322592769918e+01
4.085659048024061456e-03,4.444598353207133528e+02,8.238664597786140575e+00,7.421660178772106065e+01
4.085050509506343158e-03,4.467210085528121795e+02,8.183335733459752959e+00,7.407937764199984088e+01
4.084443362371584230e-03,4.478937166500789431e+02,8.173581888228998338e+00,7.387419943895957886e+01
4.083836932912799506e-03,4.471289796418939204e+02,8.154194806497343961e+00,7.341313333938605012e+01
4.083234766374278096e-03,4.438021607283765775e+02,7.985032741553920843e+00,7.383923616276129565e+01
4.082638683598248733e-03,4.438286050951416541e+02,7.862117489750759525e+00,7.419011975346391807e+01
4.082048714941027834e-03,4.445827732767106113e+02,7.694841383883218811e+00,7.449375658546620116e+01
4.081466325791391868e-03,4.465735624345932706e+02,7.495375757237786374e+00,7.465965989669712144e+01
4.080893314481796874e-03,4.443207598999575794e+02,7.234701320003924074e+00,7.499235472042961703e+01
4.080331490932001190e-03,4.445916527596594392e+02,6.933168416645187904e+00,7.555294091628149999e+01
4.079779841482286153e-03,4.445104091270245590e+02,6.706169157616371557e+00,7.593644888139118621e+01
4.079237363348292740e-03,4.437905063474076428e+02,6.454889729458918701e+00,7.635831027351044042e+01
4.078704014590863076e-03,4.425078166965288915e+02,6.219133088864460035e+00,7.674629954018536182e+01
4.080802036897483026e-03,4.424631447956830925e+02,6.079025048350731097e+00,7.675111228040417188e+01
4.085960930898482890e-03,4.391033117931420406e+02,5.829928856852761854e+00,7.823051429916914401e+01
4.092803881672331390e-03,4.355626741531556831e+02,5.559051475916137797e+00,7.986205445110665835e+01
4.108686858646393852e-03,4.356412683910905912e+02,5.567608725088756039e+00,7.981333707355366869e+01
4.135014834228478188e-03,4.316032253580946190e+02,6.053536056159593670e+00,7.778425640717541967e+01
4.162801432678969737e-03,4.274741387170275289e+02,6.416954744021972523e+00,7.640105043548129515e+01
4.191856587235076419e-03,4.258611672963734804e+02,6.802860285922869288e+00,7.541091647003550236e+01
4.215914116189422092e-03,4.270465842484713335e+02,7.046928635128597129e+00,7.474367174958148041e+01
