0.000000000000000000e+00,1.117327809333801270e-02,4.900327301025390625e+01
0.000000000000000000e+00,2.192196249961853027e-02,4.790885543823242188e+01
0.000000000000000000e+00,4.642555117607116699e-02,4.685094070434570312e+01
0.000000000000000000e+00,7.688900828361511230e-02,4.562927627563476562e+01
0.000000000000000000e+00,1.077685654163360596e-01,4.432583236694335938e+01
0.000000000000000000e+00,1.358609497547149658e-01,4.291054153442382812e+01
0.000000000000000000e+00,1.699621081352233887e-01,4.149707794189453125e+01
0.000000000000000000e+00,2.035448849201202393e-01,4.009262084960937500e+01
0.000000000000000000e+00,2.384201288223266602e-01,3.876942825317382812e+01
0.000000000000000000e+00,2.816449999809265137e-01,3.763142776489257812e+01
0.000000000000000000e+00,3.274326324462890625e-01,3.671741104125976562e+01
0.000000000000000000e+00,3.780217766761779785e-01,3.601394271850585938e+01
0.000000000000000000e+00,4.256491363048553467e-01,3.537600708007812500e+01
0.000000000000000000e+00,4.735658168792724609e-01,3.482558822631835938e+01
0.000000000000000000e+00,5.159422159194946289e-01,3.430710220336914062e+01
0.000000000000000000e+00,5.545518994331359863e-01,3.371211242675781250e+01
0.000000000000000000e+00,5.934630632400512695e-01,3.319961166381835938e+01
0.000000000000000000e+00,6.302224397659301758e-01,3.272720336914062500e+01
0.000000000000000000e+00,6.707410812377929688e-01,3.235886001586914062e+01
0.000000000000000000e+00,7.085492610931396484e-01,3.201099395751953125e+01
0.000000000000000000e+00,7.461185455322265625e-01,3.155146980285644531e+01
0.000000000000000000e+00,7.881088256835937500e-01,3.114424324035644531e+01
0.000000000000000000e+00,8.325219154357910156e-01,3.087271308898925781e+01
0.000000000000000000e+00,8.712731599807739258e-01,3.042925071716308594e+01
0.000000000000000000e+00,9.054816961288452148e-01,3.006202125549316406e+01
0.000000000000000000e+00,9.423058032989501953e-01,2.968155860900878906e+01
0.000000000000000000e+00,1.005506396293640137e+00,2.955408287048339844e+01
0.000000000000000000e+00,1.051499724388122559e+00,2.933354949951171875e+01
0.000000000000000000e+00,1.089929938316345215e+00,2.907723617553710938e+01
0.000000000000000000e+00,1.113262414932250977e+00,2.871824264526367188e+01
0.000000000000000000e+00,1.134994506835937500e+00,2.829822349548339844e+01
0.000000000000000000e+00,1.169618368148803711e+00,2.815289878845214844e+01
0.000000000000000000e+00,1.179107427597045898e+00,2.780350875854492188e+01
0.000000000000000000e+00,1.190689086914062500e+00,2.742231369018554688e+01
0.000000000000000000e+00,1.204836010932922363e+00,2.703712654113769531e+01
0.000000000000000000e+00,1.226046681404113770e+00,2.673704910278320312e+01
0.000000000000000000e+00,1.249581575393676758e+00,2.644233703613281250e+01
0.000000000000000000e+00,1.265683412551879883e+00,2.593124008178710938e+01
0.000000000000000000e+00,1.271337747573852539e+00,2.531894111633300781e+01
0.000000000000000000e+00,1.266393184661865234e+00,2.467873382568359375e+01
0.000000000000000000e+00,1.251476883888244629e+00,2.399771690368652344e+01
0.000000000000000000e+00,1.230276823043823242e+00,2.326041221618652344e+01
0.000000000000000000e+00,1.200856566429138184e+00,2.250762939453125000e+01
0.000000000000000000e+00,1.167303204536437988e+00,2.171896934509277344e+01
0.000000000000000000e+00,1.133424878120422363e+00,2.098147964477539062e+01
0.000000000000000000e+00,1.100362420082092285e+00,2.015906143188476562e+01
0.000000000000000000e+00,1.068313956260681152e+00,1.942431831359863281e+01
0.000000000000000000e+00,1.039565324783325195e+00,1.845146942138671875e+01
0.000000000000000000e+00,1.014591336250305176e+00,1.753283882141113281e+01
0.000000000000000000e+00,1.000819444656372070e+00,1.658002853393554688e+01
0.000000000000000000e+00,9.892857074737548828e-01,1.558586883544921875e+01
0.000000000000000000e+00,9.762170910835266113e-01,1.459844303131103516e+01
0.000000000000000000e+00,9.629107713699340820e-01,1.362674903869628906e+01
0.000000000000000000e+00,9.462850093841552734e-01,1.258461380004882812e+01
0.000000000000000000e+00,9.275334477424621582e-01,1.150706481933593750e+01
0.000000000000000000e+00,9.098690748214721680e-01,1.045582008361816406e+01
0.000000000000000000e+00,8.922705650329589844e-01,9.338928222656250000e+00
0.000000000000000000e+00,8.737000226974487305e-01,8.151606559753417969e+00
0.000000000000000000e+00,8.512802720069885254e-01,6.853480815887451172e+00
0.000000000000000000e+00,8.282560706138610840e-01,5.534723758697509766e+00
0.000000000000000000e+00,8.065820336341857910e-01,4.153967380523681641e+00
0.000000000000000000e+00,7.837260961532592773e-01,2.721217155456542969e+00
0.000000000000000000e+00,7.609729766845703125e-01,1.231040835380554199e+00
0.000000000000000000e+00,7.432168722152709961e-01,0.000000000000000000e+00
0.000000000000000000e+00,7.264915704727172852e-01,0.000000000000000000e+00
0.000000000000000000e+00,7.130621671676635742e-01,0.000000000000000000e+00
0.000000000000000000e+00,7.084209322929382324e-01,0.000000000000000000e+00
0.000000000000000000e+00,7.097676992416381836e-01,0.000000000000000000e+00
0.000000000000000000e+00,7.044495940208435059e-01,0.000000000000000000e+00
0.000000000000000000e+00,7.019475698471069336e-01,0.000000000000000000e+00
0.000000000000000000e+00,6.959038376808166504e-01,0.000000000000000000e+00
0.000000000000000000e+00,6.991028189659118652e-01,0.000000000000000000e+00
0.000000000000000000e+00,6.998739242553710938e-01,0.000000000000000000e+00
0.000000000000000000e+00,7.067853212356567383e-01,0.000000000000000000e+00
0.000000000000000000e+00,7.460255622863769531e-01,2.913129329681396484e-01
0.000000000000000000e+00,7.480322122573852539e-01,4.610985517501831055e-01
0.000000000000000000e+00,7.208977937698364258e-01,1.440078020095825195e-01
0.000000000000000000e+00,7.111916542053222656e-01,0.000000000000000000e+00
0.000000000000000000e+00,7.262573242187500000e-01,0.000000000000000000e+00
0.000000000000000000e+00,7.145206332206726074e-01,0.000000000000000000e+00
0.000000000000000000e+00,7.113376259803771973e-01,0.000000000000000000e+00
0.000000000000000000e+00,6.963195204734802246e-01,0.000000000000000000e+00
0.000000000000000000e+00,6.826825141906738281e-01,0.000000000000000000e+00
0.000000000000000000e+00,6.707176566123962402e-01,0.000000000000000000e+00
0.000000000000000000e+00,6.594863533973693848e-01,0.000000000000000000e+00
0.000000000000000000e+00,6.502228379249572754e-01,0.000000000000000000e+00
0.000000000000000000e+00,6.468275189399719238e-01,0.000000000000000000e+00
0.000000000000000000e+00,6.412804722785949707e-01,0.000000000000000000e+00
0.000000000000000000e+00,6.386908888816833496e-01,0.000000000000000000e+00
0.000000000000000000e+00,6.340265274047851562e-01,0.000000000000000000e+00
0.000000000000000000e+00,6.282120943069458008e-01,0.000000000000000000e+00
0.000000000000000000e+00,6.211881637573242188e-01,0.000000000000000000e+00
0.000000000000000000e+00,6.142078042030334473e-01,0.000000000000000000e+00
0.000000000000000000e+00,6.060898900032043457e-01,0.000000000000000000e+00
0.000000000000000000e+00,5.965824127197265625e-01,0.000000000000000000e+00
0.000000000000000000e+00,5.930705666542053223e-01,0.000000000000000000e+00
0.000000000000000000e+00,5.945180654525756836e-01,0.000000000000000000e+00
0.000000000000000000e+00,5.938903689384460449e-01,0.000000000000000000e+00
0.000000000000000000e+00,5.914813280105590820e-01,0.000000000000000000e+00
0.000000000000000000e+00,5.937930345535278320e-01,0.000000000000000000e+00
0.000000000000000000e+00,5.965669751167297363e-01,0.000000000000000000e+00
0.000000000000000000e+00,6.001861095428466797e-01,0.000000000000000000e+00
0.000000000000000000e+00,6.140241622924804688e-01,0.000000000000000000e+00
0.000000000000000000e+00,6.312956809997558594e-01,0.000000000000000000e+00
0.000000000000000000e+00,6.508151292800903320e-01,0.000000000000000000e+00
0.000000000000000000e+00,6.706647872924804688e-01,0.000000000000000000e+00
0.000000000000000000e+00,6.925724744796752930e-01,0.000000000000000000e+00
0.000000000000000000e+00,7.112747430801391602e-01,0.000000000000000000e+00
0.000000000000000000e+00,7.266155481338500977e-01,0.000000000000000000e+00
0.000000000000000000e+00,7.455603480339050293e-01,0.000000000000000000e+00
0.000000000000000000e+00,7.640570402145385742e-01,0.000000000000000000e+00
0.000000000000000000e+00,7.818456888198852539e-01,0.000000000000000000e+00
0.000000000000000000e+00,8.025180101394653320e-01,0.000000000000000000e+00
0.000000000000000000e+00,8.229970932006835938e-01,0.000000000000000000e+00
0.000000000000000000e+00,8.468344211578369141e-01,0.000000000000000000e+00
0.000000000000000000e+00,8.641293048858642578e-01,0.000000000000000000e+00
0.000000000000000000e+00,8.715542554855346680e-01,0.000000000000000000e+00
0.000000000000000000e+00,8.846243023872375488e-01,0.000000000000000000e+00
0.000000000000000000e+00,8.917644023895263672e-01,0.000000000000000000e+00
0.000000000000000000e+00,9.047594070434570312e-01,0.000000000000000000e+00
0.000000000000000000e+00,9.280662536621093750e-01,2.708494663238525391e-01
0.000000000000000000e+00,9.544436931610107422e-01,9.148120880126953125e-01
0.000000000000000000e+00,9.607750177383422852e-01,1.521871089935302734e+00
0.000000000000000000e+00,9.619650244712829590e-01,2.012355804443359375e+00
0.000000000000000000e+00,9.574694037437438965e-01,2.683855772018432617e+00
0.000000000000000000e+00,9.471722245216369629e-01,2.769992351531982422e+00
0.000000000000000000e+00,9.329351782798767090e-01,2.813887596130371094e+00
0.000000000000000000e+00,9.095075130462646484e-01,2.637983798980712891e+00
0.000000000000000000e+00,8.929064273834228516e-01,2.351790428161621094e+00
0.000000000000000000e+00,8.815300464630126953e-01,1.857234001159667969e+00
0.000000000000000000e+00,8.788229823112487793e-01,1.264671444892883301e+00
0.000000000000000000e+00,8.822883367538452148e-01,5.645970106124877930e-01
0.000000000000000000e+00,8.919748067855834961e-01,0.000000000000000000e+00
0.000000000000000000e+00,9.072536230087280273e-01,0.000000000000000000e+00
0.000000000000000000e+00,9.388362765312194824e-01,0.000000000000000000e+00
0.000000000000000000e+00,9.724059104919433594e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.008029818534851074e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.041847705841064453e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.080170631408691406e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.112488627433776855e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.141225576400756836e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.167929410934448242e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.198758840560913086e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.235110044479370117e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.273361921310424805e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.309831023216247559e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.349574446678161621e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.386386394500732422e+00,0.000000000000000000e+00
